=== lwm_freeze | Case1 SC-wise | scenes=1000 | train=377,856 | val=117,760 ===
[001/200] train loss=0.045567 nmse=-7.7206dB | val loss=0.016777 nmse=-12.0660dB | 30.7s
  -> saved case1_split5_lwm_freeze_scene1000_best.pt | best@1: val nmse=-12.0660dB
[002/200] train loss=0.020142 nmse=-11.2661dB | val loss=0.016685 nmse=-12.0899dB | 33.5s
  -> saved case1_split5_lwm_freeze_scene1000_best.pt | best@2: val nmse=-12.0899dB
[003/200] train loss=0.017939 nmse=-11.7690dB | val loss=0.016642 nmse=-12.1011dB | 32.6s
  -> saved case1_split5_lwm_freeze_scene1000_best.pt | best@3: val nmse=-12.1011dB
[004/200] train loss=0.017037 nmse=-11.9932dB | val loss=0.016594 nmse=-12.1137dB | 32.7s
  -> saved case1_split5_lwm_freeze_scene1000_best.pt | best@4: val nmse=-12.1137dB
[005/200] train loss=0.016591 nmse=-12.1082dB | val loss=0.016595 nmse=-12.1134dB | 31.8s
[006/200] train loss=0.016357 nmse=-12.1700dB | val loss=0.016579 nmse=-12.1176dB | 31.6s
  -> saved case1_split5_lwm_freeze_scene1000_best.pt | best@6: val nmse=-12.1176dB
[007/200] train loss=0.016237 nmse=-12.2019dB | val loss=0.016536 nmse=-12.1289dB | 33.7s
  -> saved case1_split5_lwm_freeze_scene1000_best.pt | best@7: val nmse=-12.1289dB
[008/200] train loss=0.016172 nmse=-12.2193dB | val loss=0.016544 nmse=-12.1268dB | 33.0s
[009/200] train loss=0.016134 nmse=-12.2297dB | val loss=0.016593 nmse=-12.1139dB | 32.5s
[010/200] train loss=0.016099 nmse=-12.2390dB | val loss=0.016540 nmse=-12.1278dB | 33.0s
[011/200] train loss=0.016074 nmse=-12.2458dB | val loss=0.016535 nmse=-12.1290dB | 32.3s
  -> saved case1_split5_lwm_freeze_scene1000_best.pt | best@11: val nmse=-12.1290dB
[012/200] train loss=0.016055 nmse=-12.2509dB | val loss=0.016551 nmse=-12.1248dB | 33.4s
[013/200] train loss=0.016033 nmse=-12.2568dB | val loss=0.016585 nmse=-12.1160dB | 31.9s
[014/200] train loss=0.016016 nmse=-12.2614dB | val loss=0.016556 nmse=-12.1237dB | 32.0s
[015/200] train loss=0.016005 nmse=-12.2646dB | val loss=0.016576 nmse=-12.1185dB | 31.3s
[016/200] train loss=0.015994 nmse=-12.2676dB | val loss=0.016545 nmse=-12.1264dB | 32.2s
[017/200] train loss=0.015981 nmse=-12.2711dB | val loss=0.016579 nmse=-12.1176dB | 31.3s
[018/200] train loss=0.015973 nmse=-12.2733dB | val loss=0.016571 nmse=-12.1197dB | 34.1s
[019/200] train loss=0.015963 nmse=-12.2760dB | val loss=0.016580 nmse=-12.1173dB | 32.7s
[020/200] train loss=0.015953 nmse=-12.2785dB | val loss=0.016544 nmse=-12.1267dB | 33.9s
[021/200] train loss=0.015946 nmse=-12.2805dB | val loss=0.016579 nmse=-12.1175dB | 33.1s
[022/200] train loss=0.015938 nmse=-12.2827dB | val loss=0.016578 nmse=-12.1178dB | 31.4s
[023/200] train loss=0.015932 nmse=-12.2843dB | val loss=0.016590 nmse=-12.1146dB | 30.8s
[024/200] train loss=0.015926 nmse=-12.2859dB | val loss=0.016563 nmse=-12.1217dB | 34.1s
[025/200] train loss=0.015921 nmse=-12.2874dB | val loss=0.016578 nmse=-12.1178dB | 31.9s
[026/200] train loss=0.015914 nmse=-12.2893dB | val loss=0.016573 nmse=-12.1192dB | 31.5s
[027/200] train loss=0.015911 nmse=-12.2902dB | val loss=0.016592 nmse=-12.1142dB | 31.6s
[028/200] train loss=0.015908 nmse=-12.2909dB | val loss=0.016588 nmse=-12.1152dB | 34.1s
